Country,Subset,ShortenedQuestion,ShortName,Answer,Percentage
Luxembourg,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,65
Luxembourg,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,32
Luxembourg,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,15
Luxembourg,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,53
Luxembourg,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,:
Luxembourg,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,:
Luxembourg,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,:
Luxembourg,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,50
Luxembourg,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,23
Luxembourg,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,27
Luxembourg,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,26
Luxembourg,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,24
Luxembourg,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,50
Latvia,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,32
Latvia,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,19
Latvia,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,49
Latvia,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,38
Latvia,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,20
Latvia,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,41
Latvia,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,28
Latvia,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,16
Latvia,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,57
Latvia,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,27
Latvia,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,27
Latvia,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,45
Latvia,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,30
Latvia,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,22
Latvia,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,48
Malta,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,23
Malta,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,27
Malta,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,50
Malta,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,33
Malta,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,26
Malta,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,41
Malta,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,38
Malta,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,25
Malta,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,38
Malta,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,:
Malta,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,:
Malta,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,:
Malta,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,:
Malta,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,:
Malta,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,:
Netherlands,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,46
Netherlands,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,8
Netherlands,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,46
Netherlands,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,53
Netherlands,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,6
Netherlands,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,41
Netherlands,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,42
Netherlands,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,9
Netherlands,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,49
Netherlands,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,52
Netherlands,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,10
Netherlands,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,38
Netherlands,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,49
Netherlands,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,15
Netherlands,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,36
Poland,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,24
Poland,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,26
Poland,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,50
Poland,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,31
Poland,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,25
Poland,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,44
Poland,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,26
Poland,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,20
Poland,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,53
Poland,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,32
Poland,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,21
Poland,Bisexual men,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,47
Poland,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,33
Poland,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,23
Poland,Transgender,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,44
Portugal,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,35
Portugal,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,21
Portugal,Lesbian,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,44
Portugal,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,37
Portugal,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,15
Portugal,Gay,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Don`t know,48
Portugal,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),Yes,32
Portugal,Bisexual women,Is there a law forbidding gender identity discrimination for job applicants?,Job Discrim. Laws (Gender Identity),No,18
